,feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,feature11,feature12,feature13,feature14,label
0,0.6754109736000001,0.28103900550000005,0.017859998999999998,0.08790999699999999,0.251370013,0.105769999,0.00412,0.01099,0.076920003,0.0,0.0,0.036562570000000016,0.011640200000000002,0.00687,0
1,0.4764818140117454,0.24109795287406247,0.34095257202890816,0.005051881007486428,0.13620899154741276,0.0,0.06163233900175737,0.02694343790773441,0.0,0.0,0.0001541502629954939,0.006848915333990786,0.0,0.011245070194511347,1
2,0.268920004,0.42741599670000013,0.3726359879,0.002112,0.219899997,0.03253690000000001,0.068230003,0.0096,0.00176,0.0002,0.00065,0.04665,0.005094100000000001,0.006292000000000001,0
3,0.40642979999999995,0.42614832700000005,0.12099007800000003,0.0015451999999999998,0.29967340000000003,8.219999999999999e-05,0.022943909999999998,0.010601600000000001,0.0001012,0.0,0.0031924200000000005,0.034957499999999996,0.0,0.03365395,1
4,0.83155325,0.28315234200000017,0.0067994,0.0035561900000000007,0.259211,0.5215308120000002,0.0316165,0.0006333999999999999,0.002081,0.0,0.0004609000000000001,0.08096510000000001,0.0,0.010622920000000001,0
5,0.05007969999999999,1.0414325899999999,0.0008699,0.0020496190000000004,0.048328199999999995,0.0,0.0,0.0012397660000000004,0.0017311800000000001,0.0,0.0008699999999999999,0.23520794,0.0,0.0008064000000000001,1
6,0.4764102000000001,0.4037851400000001,0.1338451,0.0219622,0.41760410000000003,0.0,0.15732596000000001,0.019117230000000002,0.0122536,0.0,0.003718330000000001,0.011809270000000002,0.0,0.017295740000000004,1
7,0.7471147045229516,0.321706082174622,0.026008714988364795,0.004700553381185643,0.12474869006689054,0.5065348361159637,0.01597433379218421,0.0002968897337677948,0.003983220410516802,0.001862636808405252,0.0014083292725950599,0.021033070886689598,0.0,0.006407418429344911,0
8,0.7705380998883732,0.21497354845773226,0.011492815320377806,0.004444371498906051,0.062213880299440555,0.777022926004335,0.0084642313220447,0.00011228720224126057,0.0006941991150327345,0.0,3.202487051444152e-06,0.05988170413142846,0.0,0.004485183193267892,0
9,0.5087500066,0.071099997,0.5039099901,0.0013,0.47141601089000007,0.0006,0.0002662000000000001,0.0042,0.00044000000000000007,0.0002662000000000001,0.0,0.0003,0.0034,0.0002662000000000001,0
